"B25077_001E","B25077_001M","GEO_ID","NAME"
"Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)","id","Geographic Area Name"
"124100","7051","0500000US31067","Gage County, Nebraska"
"77100","6766","0500000US31069","Garden County, Nebraska"
"106000","21393","0500000US31071","Garfield County, Nebraska"
"165500","19455","0500000US31073","Gosper County, Nebraska"
"72500","33001","0500000US31075","Grant County, Nebraska"
"74200","9901","0500000US31077","Greeley County, Nebraska"
"153800","5505","0500000US31079","Hall County, Nebraska"
"163900","5917","0500000US31081","Hamilton County, Nebraska"
"113900","11655","0500000US31083","Harlan County, Nebraska"
"81000","24598","0500000US31085","Hayes County, Nebraska"
"75900","7922","0500000US31087","Hitchcock County, Nebraska"
"126000","10583","0500000US31089","Holt County, Nebraska"
"94000","6893","0500000US31091","Hooker County, Nebraska"
"155300","15133","0500000US31093","Howard County, Nebraska"
"98600","17759","0500000US31095","Jefferson County, Nebraska"
"104700","10391","0500000US31097","Johnson County, Nebraska"
"162200","9580","0500000US31099","Kearney County, Nebraska"
"135000","11035","0500000US31101","Keith County, Nebraska"
"65000","37118","0500000US31103","Keya Paha County, Nebraska"
"80500","3870","0500000US31105","Kimball County, Nebraska"
"92300","5493","0500000US31107","Knox County, Nebraska"
"190000","2552","0500000US31109","Lancaster County, Nebraska"
"153200","5385","0500000US31111","Lincoln County, Nebraska"
"107900","19425","0500000US31113","Logan County, Nebraska"
"82200","38726","0500000US31115","Loup County, Nebraska"
"78900","42564","0500000US31117","McPherson County, Nebraska"
"155200","4667","0500000US31119","Madison County, Nebraska"
"119900","8209","0500000US31121","Merrick County, Nebraska"
"103200","8750","0500000US31123","Morrill County, Nebraska"
"78400","8366","0500000US31125","Nance County, Nebraska"
"97200","14446","0500000US31127","Nemaha County, Nebraska"
"73900","3764","0500000US31129","Nuckolls County, Nebraska"
"145100","6907","0500000US31131","Otoe County, Nebraska"
"71400","11533","0500000US31133","Pawnee County, Nebraska"
"118400","7001","0500000US31135","Perkins County, Nebraska"
"139900","9206","0500000US31137","Phelps County, Nebraska"
"134500","14824","0500000US31139","Pierce County, Nebraska"
"159500","3989","0500000US31141","Platte County, Nebraska"
"117600","10406","0500000US31143","Polk County, Nebraska"
"113600","10706","0500000US31145","Red Willow County, Nebraska"
"73700","5430","0500000US31147","Richardson County, Nebraska"
"92100","10647","0500000US31149","Rock County, Nebraska"
"120800","15145","0500000US31151","Saline County, Nebraska"
"211400","3245","0500000US31153","Sarpy County, Nebraska"
"171600","4792","0500000US31155","Saunders County, Nebraska"
"130400","7330","0500000US31157","Scotts Bluff County, Nebraska"
"172900","6311","0500000US31159","Seward County, Nebraska"
"78200","6505","0500000US31161","Sheridan County, Nebraska"
"91000","10885","0500000US31163","Sherman County, Nebraska"
"108800","44026","0500000US31165","Sioux County, Nebraska"
"129200","10467","0500000US31167","Stanton County, Nebraska"
"69900","5035","0500000US31169","Thayer County, Nebraska"
"120000","47084","0500000US31171","Thomas County, Nebraska"
"77700","4081","0500000US31173","Thurston County, Nebraska"
"110500","13826","0500000US31175","Valley County, Nebraska"
"204900","14826","0500000US31177","Washington County, Nebraska"
"144100","9419","0500000US31179","Wayne County, Nebraska"
"74600","7052","0500000US31181","Webster County, Nebraska"
"96900","26935","0500000US31183","Wheeler County, Nebraska"
"135600","6860","0500000US31185","York County, Nebraska"
"198800","14087","0500000US32001","Churchill County, Nevada"
"285100","1625","0500000US32003","Clark County, Nevada"
"416900","14879","0500000US32005","Douglas County, Nevada"
"225800","9791","0500000US32007","Elko County, Nevada"
"81100","28787","0500000US32009","Esmeralda County, Nevada"
"151000","85451","0500000US32011","Eureka County, Nevada"
"186200","24617","0500000US32013","Humboldt County, Nevada"
"167400","14880","0500000US32015","Lander County, Nevada"
"132600","23570","0500000US32017","Lincoln County, Nevada"
"238600","7943","0500000US32019","Lyon County, Nevada"
"99900","18793","0500000US32021","Mineral County, Nevada"
"172300","6633","0500000US32023","Nye County, Nevada"
"114400","23195","0500000US32027","Pershing County, Nevada"
"264000","35467","0500000US32029","Storey County, Nevada"
"360500","3746","0500000US32031","Washoe County, Nevada"
"157100","12276","0500000US32033","White Pine County, Nevada"
"299900","10139","0500000US32510","Carson City, Nevada"
"232000","7481","0500000US33001","Belknap County, New Hampshire"
"251400","9675","0500000US33003","Carroll County, New Hampshire"
"197700","4485","0500000US33005","Cheshire County, New Hampshire"
"132500","5971","0500000US33007","Coos County, New Hampshire"
"230700","7261","0500000US33009","Grafton County, New Hampshire"
"287900","2751","0500000US33011","Hillsborough County, New Hampshire"
"245400","3681","0500000US33013","Merrimack County, New Hampshire"
"344000","3330","0500000US33015","Rockingham County, New Hampshire"
"243500","6268","0500000US33017","Strafford County, New Hampshire"
"174400","6584","0500000US33019","Sullivan County, New Hampshire"
"216600","4390","0500000US34001","Atlantic County, New Jersey"
"477400","3331","0500000US34003","Bergen County, New Jersey"
"259600","3106","0500000US34005","Burlington County, New Jersey"
"200400","2390","0500000US34007","Camden County, New Jersey"
"306200","9123","0500000US34009","Cape May County, New Jersey"
"166400","3425","0500000US34011","Cumberland County, New Jersey"
"395900","4598","0500000US34013","Essex County, New Jersey"
"224300","2751","0500000US34015","Gloucester County, New Jersey"
"400800","6822","0500000US34017","Hudson County, New Jersey"
"418700","8096","0500000US34019","Hunterdon County, New Jersey"
"290100","5288","0500000US34021","Mercer County, New Jersey"
"351400","2203","0500000US34023","Middlesex County, New Jersey"
"435300","4012","0500000US34025","Monmouth County, New Jersey"
"462100","3645","0500000US34027","Morris County, New Jersey"
"286700","2677","0500000US34029","Ocean County, New Jersey"
"352000","3321","0500000US34031","Passaic County, New Jersey"
"185700","6120","0500000US34033","Salem County, New Jersey"
"436700","5699","0500000US34035","Somerset County, New Jersey"
"271500","4121","0500000US34037","Sussex County, New Jersey"
"378700","3870","0500000US34039","Union County, New Jersey"
"265700","5296","0500000US34041","Warren County, New Jersey"
"205500","2294","0500000US35001","Bernalillo County, New Mexico"
"162400","31209","0500000US35003","Catron County, New Mexico"
"115400","5741","0500000US35005","Chaves County, New Mexico"
"88800","9163","0500000US35006","Cibola County, New Mexico"
"108900","16238","0500000US35007","Colfax County, New Mexico"
"132400","8755","0500000US35009","Curry County, New Mexico"
"130000","114720","0500000US35011","De Baca County, New Mexico"
"153600","3835","0500000US35013","Doña Ana County, New Mexico"
"161100","6193","0500000US35015","Eddy County, New Mexico"
"127100","14730","0500000US35017","Grant County, New Mexico"
"100500","10598","0500000US35019","Guadalupe County, New Mexico"
"87500","48974","0500000US35021","Harding County, New Mexico"
"91800","10317","0500000US35023","Hidalgo County, New Mexico"
"138600","8039","0500000US35025","Lea County, New Mexico"
"172800","18173","0500000US35027","Lincoln County, New Mexico"
"322200","18186","0500000US35028","Los Alamos County, New Mexico"
"84700","4866","0500000US35029","Luna County, New Mexico"
"66700","3661","0500000US35031","McKinley County, New Mexico"
"104300","28998","0500000US35033","Mora County, New Mexico"
"120800","4976","0500000US35035","Otero County, New Mexico"
"68500","8757","0500000US35037","Quay County, New Mexico"
"172900","7057","0500000US35039","Rio Arriba County, New Mexico"
"111700","12952","0500000US35041","Roosevelt County, New Mexico"
"211700","4131","0500000US35043","Sandoval County, New Mexico"
"155000","3854","0500000US35045","San Juan County, New Mexico"
"138300","16267","0500000US35047","San Miguel County, New Mexico"
"294800","5537","0500000US35049","Santa Fe County, New Mexico"
"120100","11766","0500000US35051","Sierra County, New Mexico"
"117900","17602","0500000US35053","Socorro County, New Mexico"
"249000","16439","0500000US35055","Taos County, New Mexico"
"115500","10419","0500000US35057","Torrance County, New Mexico"
"93800","16148","0500000US35059","Union County, New Mexico"
"151600","5727","0500000US35061","Valencia County, New Mexico"
"230300","2231","0500000US36001","Albany County, New York"
"78400","1375","0500000US36003","Allegany County, New York"
"427900","6531","0500000US36005","Bronx County, New York"
"120200","2709","0500000US36007","Broome County, New York"
"90200","2249","0500000US36009","Cattaraugus County, New York"
"131700","3314","0500000US36011","Cayuga County, New York"
"92900","2779","0500000US36013","Chautauqua County, New York"
"108900","3564","0500000US36015","Chemung County, New York"
"102300","4427","0500000US36017","Chenango County, New York"
"139600","4144","0500000US36019","Clinton County, New York"
"236500","7826","0500000US36021","Columbia County, New York"
"126700","4026","0500000US36023","Cortland County, New York"
"144000","5340","0500000US36025","Delaware County, New York"
"290700","2973","0500000US36027","Dutchess County, New York"
"160700","1198","0500000US36029","Erie County, New York"
"160400","5223","0500000US36031","Essex County, New York"
"110600","5996","0500000US36033","Franklin County, New York"
"120100","5622","0500000US36035","Fulton County, New York"
"125200","3557","0500000US36037","Genesee County, New York"
"185600","5840","0500000US36039","Greene County, New York"
"170500","7754","0500000US36041","Hamilton County, New York"
"106600","5498","0500000US36043","Herkimer County, New York"
"150100","4326","0500000US36045","Jefferson County, New York"
"734800","5883","0500000US36047","Kings County, New York"
"122800","4680","0500000US36049","Lewis County, New York"
"134000","5007","0500000US36051","Livingston County, New York"
"140000","5763","0500000US36053","Madison County, New York"
"152000","1281","0500000US36055","Monroe County, New York"
"110700","6802","0500000US36057","Montgomery County, New York"
"524400","3628","0500000US36059","Nassau County, New York"
"1024500","30890","0500000US36061","New York County, New York"
"131600","2854","0500000US36063","Niagara County, New York"
"133100","2667","0500000US36065","Oneida County, New York"
"148100","1488","0500000US36067","Onondaga County, New York"
"163100","2937","0500000US36069","Ontario County, New York"
"278400","3019","0500000US36071","Orange County, New York"
"101400","4273","0500000US36073","Orleans County, New York"
"109500","3642","0500000US36075","Oswego County, New York"
"150700","5039","0500000US36077","Otsego County, New York"
"366400","6276","0500000US36079","Putnam County, New York"
"575600","3940","0500000US36081","Queens County, New York"
"197100","3986","0500000US36083","Rensselaer County, New York"
"546100","6346","0500000US36085","Richmond County, New York"
"452500","3913","0500000US36087","Rockland County, New York"
"97000","2714","0500000US36089","St. Lawrence County, New York"
"266000","4552","0500000US36091","Saratoga County, New York"
"172500","2593","0500000US36093","Schenectady County, New York"
"142600","6199","0500000US36095","Schoharie County, New York"
"127000","8294","0500000US36097","Schuyler County, New York"
"107500","5182","0500000US36099","Seneca County, New York"
"104200","2575","0500000US36101","Steuben County, New York"
"413900","2233","0500000US36103","Suffolk County, New York"
"175900","7994","0500000US36105","Sullivan County, New York"
"119800","4074","0500000US36107","Tioga County, New York"
"218700","5875","0500000US36109","Tompkins County, New York"
"239400","5253","0500000US36111","Ulster County, New York"
"208600","7285","0500000US36113","Warren County, New York"
"151500","4825","0500000US36115","Washington County, New York"
"130000","4440","0500000US36117","Wayne County, New York"
"544100","7158","0500000US36119","Westchester County, New York"
"118800","3681","0500000US36121","Wyoming County, New York"
"142300","7589","0500000US36123","Yates County, New York"
"160900","3212","0500000US37001","Alamance County, North Carolina"
"138900","6646","0500000US37003","Alexander County, North Carolina"
"150500","16829","0500000US37005","Alleghany County, North Carolina"
"104100","6353","0500000US37007","Anson County, North Carolina"
"158200","9961","0500000US37009","Ashe County, North Carolina"
"151800","14508","0500000US37011","Avery County, North Carolina"
"138000","9522","0500000US37013","Beaufort County, North Carolina"
"78500","4426","0500000US37015","Bertie County, North Carolina"
"98700","8934","0500000US37017","Bladen County, North Carolina"
"220400","6070","0500000US37019","Brunswick County, North Carolina"
"250600","6743","0500000US37021","Buncombe County, North Carolina"
"120600","4377","0500000US37023","Burke County, North Carolina"
"219100","5306","0500000US37025","Cabarrus County, North Carolina"
"125200","5331","0500000US37027","Caldwell County, North Carolina"
"221000","15946","0500000US37029","Camden County, North Carolina"
"226700","8514","0500000US37031","Carteret County, North Carolina"
"113600","5381","0500000US37033","Caswell County, North Carolina"
"156200","3912","0500000US37035","Catawba County, North Carolina"
"310000","13589","0500000US37037","Chatham County, North Carolina"
"163900","5628","0500000US37039","Cherokee County, North Carolina"
"139500","15200","0500000US37041","Chowan County, North Carolina"
"197600","20004","0500000US37043","Clay County, North Carolina"
"130000","5923","0500000US37045","Cleveland County, North Carolina"
"94800","8851","0500000US37047","Columbus County, North Carolina"
"161200","4031","0500000US37049","Craven County, North Carolina"
"139700","2362","0500000US37051","Cumberland County, North Carolina"
"263400","9271","0500000US37053","Currituck County, North Carolina"
"297200","11648","0500000US37055","Dare County, North Carolina"
"149500","3976","0500000US37057","Davidson County, North Carolina"
"177100","10176","0500000US37059","Davie County, North Carolina"
"89500","6002","0500000US37061","Duplin County, North Carolina"
"241800","4162","0500000US37063","Durham County, North Carolina"
"88500","3071","0500000US37065","Edgecombe County, North Carolina"
"163800","2141","0500000US37067","Forsyth County, North Carolina"
"161500","7186","0500000US37069","Franklin County, North Carolina"
"156800","2488","0500000US37071","Gaston County, North Carolina"
"142400","10945","0500000US37073","Gates County, North Carolina"
"119000","9635","0500000US37075","Graham County, North Carolina"
"168900","6604","0500000US37077","Granville County, North Carolina"
"87500","4668","0500000US37079","Greene County, North Carolina"
"172900","2102","0500000US37081","Guilford County, North Carolina"
"85800","4548","0500000US37083","Halifax County, North Carolina"
"160700","2653","0500000US37085","Harnett County, North Carolina"
"185600","7922","0500000US37087","Haywood County, North Carolina"
"232000","5038","0500000US37089","Henderson County, North Carolina"
"89800","4986","0500000US37091","Hertford County, North Carolina"
"146200","6120","0500000US37093","Hoke County, North Carolina"
"122300","35216","0500000US37095","Hyde County, North Carolina"
"200800","7132","0500000US37097","Iredell County, North Carolina"
"206900","12610","0500000US37099","Jackson County, North Carolina"
"180200","4494","0500000US37101","Johnston County, North Carolina"
"92200","14559","0500000US37103","Jones County, North Carolina"
"145600","6100","0500000US37105","Lee County, North Carolina"
"94000","4364","0500000US37107","Lenoir County, North Carolina"
"187000","10896","0500000US37109","Lincoln County, North Carolina"
"129400","10269","0500000US37111","McDowell County, North Carolina"
"171700","9614","0500000US37113","Macon County, North Carolina"
"200700","18528","0500000US37115","Madison County, North Carolina"
"86400","4405","0500000US37117","Martin County, North Carolina"
"253500","2872","0500000US37119","Mecklenburg County, North Carolina"
"164200","7085","0500000US37121","Mitchell County, North Carolina"
"120500","8763","0500000US37123","Montgomery County, North Carolina"
"229400","7264","0500000US37125","Moore County, North Carolina"
"133900","4666","0500000US37127","Nash County, North Carolina"
"258200","6414","0500000US37129","New Hanover County, North Carolina"
"83600","6759","0500000US37131","Northampton County, North Carolina"
"162400","2861","0500000US37133","Onslow County, North Carolina"
"331800","10211","0500000US37135","Orange County, North Carolina"
"161600","12048","0500000US37137","Pamlico County, North Carolina"
"166600","7862","0500000US37139","Pasquotank County, North Carolina"
"198100","10501","0500000US37141","Pender County, North Carolina"
"173200","15330","0500000US37143","Perquimans County, North Carolina"
"134100","12001","0500000US37145","Person County, North Carolina"
"146700","5862","0500000US37147","Pitt County, North Carolina"
"222700","14969","0500000US37149","Polk County, North Carolina"
"128800","3628","0500000US37151","Randolph County, North Carolina"
"88200","3328","0500000US37153","Richmond County, North Carolina"
"75600","2036","0500000US37155","Robeson County, North Carolina"
"114900","3505","0500000US37157","Rockingham County, North Carolina"
"146600","5129","0500000US37159","Rowan County, North Carolina"
"125100","7359","0500000US37161","Rutherford County, North Carolina"
"97500","5710","0500000US37163","Sampson County, North Carolina"
"87600","3483","0500000US37165","Scotland County, North Carolina"
"150400","5498","0500000US37167","Stanly County, North Carolina"
"145000","7997","0500000US37169","Stokes County, North Carolina"
"129700","4677","0500000US37171","Surry County, North Carolina"
"149300","21622","0500000US37173","Swain County, North Carolina"
"231300","13430","0500000US37175","Transylvania County, North Carolina"
"110900","30769","0500000US37177","Tyrrell County, North Carolina"
"254100","5638","0500000US37179","Union County, North Carolina"
"103700","9425","0500000US37181","Vance County, North Carolina"
"301600","3547","0500000US37183","Wake County, North Carolina"
"89500","5638","0500000US37185","Warren County, North Carolina"
"86400","5821","0500000US37187","Washington County, North Carolina"
"246000","9934","0500000US37189","Watauga County, North Carolina"
"125900","5774","0500000US37191","Wayne County, North Carolina"
"129200","7269","0500000US37193","Wilkes County, North Carolina"
"127100","5279","0500000US37195","Wilson County, North Carolina"
"138500","5923","0500000US37197","Yadkin County, North Carolina"
"166900","8367","0500000US37199","Yancey County, North Carolina"
"95600","12522","0500000US38001","Adams County, North Dakota"
"138300","17976","0500000US38003","Barnes County, North Dakota"
"79800","10324","0500000US38005","Benson County, North Dakota"
"232400","27503","0500000US38007","Billings County, North Dakota"
"157300","10329","0500000US38009","Bottineau County, North Dakota"
"154300","7592","0500000US38011","Bowman County, North Dakota"
"114100","13751","0500000US38013","Burke County, North Dakota"
"266800","5031","0500000US38015","Burleigh County, North Dakota"
"234100","5223","0500000US38017","Cass County, North Dakota"
"108600","7817","0500000US38019","Cavalier County, North Dakota"
"129600","17294","0500000US38021","Dickey County, North Dakota"
"124900","48850","0500000US38023","Divide County, North Dakota"
"213600","34174","0500000US38025","Dunn County, North Dakota"
"92300","17864","0500000US38027","Eddy County, North Dakota"
"94500","13393","0500000US38029","Emmons County, North Dakota"
"151200","12939","0500000US38031","Foster County, North Dakota"
"113700","7630","0500000US38033","Golden Valley County, North Dakota"
"208200","6628","0500000US38035","Grand Forks County, North Dakota"
"75600","14162","0500000US38037","Grant County, North Dakota"
"100900","16654","0500000US38039","Griggs County, North Dakota"
"109500","8157","0500000US38041","Hettinger County, North Dakota"
"101600","19998","0500000US38043","Kidder County, North Dakota"
"99900","14889","0500000US38045","LaMoure County, North Dakota"
"84500","11484","0500000US38047","Logan County, North Dakota"
"119500","6634","0500000US38049","McHenry County, North Dakota"
"75700","11004","0500000US38051","McIntosh County, North Dakota"
"283400","37448","0500000US38053","McKenzie County, North Dakota"
"184800","10629","0500000US38055","McLean County, North Dakota"
"181100","16463","0500000US38057","Mercer County, North Dakota"
"220900","9800","0500000US38059","Morton County, North Dakota"
"171500","10771","0500000US38061","Mountrail County, North Dakota"
"96100","7032","0500000US38063","Nelson County, North Dakota"
"202400","30845","0500000US38065","Oliver County, North Dakota"
"92000","5234","0500000US38067","Pembina County, North Dakota"
"132300","13945","0500000US38069","Pierce County, North Dakota"
"154800","12184","0500000US38071","Ramsey County, North Dakota"
"139200","12913","0500000US38073","Ransom County, North Dakota"
"127900","21245","0500000US38075","Renville County, North Dakota"
"132800","10950","0500000US38077","Richland County, North Dakota"
"85600","5543","0500000US38079","Rolette County, North Dakota"
"110900","11270","0500000US38081","Sargent County, North Dakota"
"95800","24771","0500000US38083","Sheridan County, North Dakota"
"83300","14943","0500000US38085","Sioux County, North Dakota"
"91000","21683","0500000US38087","Slope County, North Dakota"
"240800","10185","0500000US38089","Stark County, North Dakota"
"87000","21332","0500000US38091","Steele County, North Dakota"
"158900","11145","0500000US38093","Stutsman County, North Dakota"
"93500","20499","0500000US38095","Towner County, North Dakota"
"152200","7056","0500000US38097","Traill County, North Dakota"
"94100","7394","0500000US38099","Walsh County, North Dakota"
"217700","5839","0500000US38101","Ward County, North Dakota"
"89600","14508","0500000US38103","Wells County, North Dakota"
"254800","15640","0500000US38105","Williams County, North Dakota"
"115000","9025","0500000US39001","Adams County, Ohio"
"120300","3983","0500000US39003","Allen County, Ohio"
"132200","5571","0500000US39005","Ashland County, Ohio"
"117200","3927","0500000US39007","Ashtabula County, Ohio"
"139100","11585","0500000US39009","Athens County, Ohio"
"146400","6225","0500000US39011","Auglaize County, Ohio"
"110800","3982","0500000US39013","Belmont County, Ohio"
"138200","5695","0500000US39015","Brown County, Ohio"
"180200","2345","0500000US39017","Butler County, Ohio"
"128400","7548","0500000US39019","Carroll County, Ohio"
"137200","4804","0500000US39021","Champaign County, Ohio"
"120500","2965","0500000US39023","Clark County, Ohio"
"178700","4099","0500000US39025","Clermont County, Ohio"
"139100","6388","0500000US39027","Clinton County, Ohio"
"105500","4308","0500000US39029","Columbiana County, Ohio"
"106300","7448","0500000US39031","Coshocton County, Ohio"
"93400","3798","0500000US39033","Crawford County, Ohio"
"137800","1326","0500000US39035","Cuyahoga County, Ohio"
"124700","5398","0500000US39037","Darke County, Ohio"
"125100","5646","0500000US39039","Defiance County, Ohio"
"320300","4019","0500000US39041","Delaware County, Ohio"
"146800","4564","0500000US39043","Erie County, Ohio"
"197400","3999","0500000US39045","Fairfield County, Ohio"
"118200","3808","0500000US39047","Fayette County, Ohio"
"185900","1827","0500000US39049","Franklin County, Ohio"
"140300","4139","0500000US39051","Fulton County, Ohio"
"118400","7093","0500000US39053","Gallia County, Ohio"
"247700","5951","0500000US39055","Geauga County, Ohio"
"180300","3590","0500000US39057","Greene County, Ohio"
"122800","6258","0500000US39059","Guernsey County, Ohio"
"163000","1864","0500000US39061","Hamilton County, Ohio"
"152600","3882","0500000US39063","Hancock County, Ohio"
"106200","7157","0500000US39065","Hardin County, Ohio"
"100800","5694","0500000US39067","Harrison County, Ohio"
"130800","5681","0500000US39069","Henry County, Ohio"
"123400","6782","0500000US39071","Highland County, Ohio"
"139800","6400","0500000US39073","Hocking County, Ohio"
"224400","13537","0500000US39075","Holmes County, Ohio"
"131600","4132","0500000US39077","Huron County, Ohio"
"105600","11223","0500000US39079","Jackson County, Ohio"
"95300","2994","0500000US39081","Jefferson County, Ohio"
"162700","3404","0500000US39083","Knox County, Ohio"
"160200","2291","0500000US39085","Lake County, Ohio"
"107700","5903","0500000US39087","Lawrence County, Ohio"
"183500","3728","0500000US39089","Licking County, Ohio"
"142400","6116","0500000US39091","Logan County, Ohio"
"156400","2756","0500000US39093","Lorain County, Ohio"
"120900","1943","0500000US39095","Lucas County, Ohio"
"169200","4847","0500000US39097","Madison County, Ohio"
"108200","2590","0500000US39099","Mahoning County, Ohio"
"105800","4934","0500000US39101","Marion County, Ohio"
"205800","3551","0500000US39103","Medina County, Ohio"
"92500","9097","0500000US39105","Meigs County, Ohio"
"163800","4408","0500000US39107","Mercer County, Ohio"
"155000","3910","0500000US39109","Miami County, Ohio"
"109500","6672","0500000US39111","Monroe County, Ohio"
"124900","1587","0500000US39113","Montgomery County, Ohio"
"102700","6670","0500000US39115","Morgan County, Ohio"
"154900","7299","0500000US39117","Morrow County, Ohio"
"126400","4391","0500000US39119","Muskingum County, Ohio"
"106100","10441","0500000US39121","Noble County, Ohio"
"154500","4791","0500000US39123","Ottawa County, Ohio"
"102600","6434","0500000US39125","Paulding County, Ohio"
"120200","8448","0500000US39127","Perry County, Ohio"
"171400","5022","0500000US39129","Pickaway County, Ohio"
"119900","10600","0500000US39131","Pike County, Ohio"
"160300","3922","0500000US39133","Portage County, Ohio"
"133900","4829","0500000US39135","Preble County, Ohio"
"154500","4290","0500000US39137","Putnam County, Ohio"
"115100","3072","0500000US39139","Richland County, Ohio"
"125000","6632","0500000US39141","Ross County, Ohio"
"118600","3750","0500000US39143","Sandusky County, Ohio"
"103400","7903","0500000US39145","Scioto County, Ohio"
"108900","3668","0500000US39147","Seneca County, Ohio"
"147400","4710","0500000US39149","Shelby County, Ohio"
"139000","1865","0500000US39151","Stark County, Ohio"
"151300","2099","0500000US39153","Summit County, Ohio"
"105500","2688","0500000US39155","Trumbull County, Ohio"
"136700","5084","0500000US39157","Tuscarawas County, Ohio"
"220300","6069","0500000US39159","Union County, Ohio"
"111000","6124","0500000US39161","Van Wert County, Ohio"
"94800","6715","0500000US39163","Vinton County, Ohio"
"236400","4767","0500000US39165","Warren County, Ohio"
"142100","5792","0500000US39167","Washington County, Ohio"
"156300","2514","0500000US39169","Wayne County, Ohio"
"108000","5165","0500000US39171","Williams County, Ohio"
"165400","3532","0500000US39173","Wood County, Ohio"
"129900","6906","0500000US39175","Wyandot County, Ohio"
"92800","3926","0500000US40001","Adair County, Oklahoma"
"86000","10065","0500000US40003","Alfalfa County, Oklahoma"
"105200","8182","0500000US40005","Atoka County, Oklahoma"
"97800","8299","0500000US40007","Beaver County, Oklahoma"
"127500","22877","0500000US40009","Beckham County, Oklahoma"
"99600","9386","0500000US40011","Blaine County, Oklahoma"
"119800","4365","0500000US40013","Bryan County, Oklahoma"
"84600","3074","0500000US40015","Caddo County, Oklahoma"
"170700","2800","0500000US40017","Canadian County, Oklahoma"
"117400","4358","0500000US40019","Carter County, Oklahoma"
"126400","8099","0500000US40021","Cherokee County, Oklahoma"
"99000","7093","0500000US40023","Choctaw County, Oklahoma"
"62400","4995","0500000US40025","Cimarron County, Oklahoma"
"170700","2865","0500000US40027","Cleveland County, Oklahoma"
"82000","5082","0500000US40029","Coal County, Oklahoma"
"124100","4590","0500000US40031","Comanche County, Oklahoma"
"75600","7001","0500000US40033","Cotton County, Oklahoma"
"110700","6462","0500000US40035","Craig County, Oklahoma"
"130300","4381","0500000US40037","Creek County, Oklahoma"
"140100","10438","0500000US40039","Custer County, Oklahoma"
"124000","9609","0500000US40041","Delaware County, Oklahoma"
"99800","12888","0500000US40043","Dewey County, Oklahoma"
"96000","9282","0500000US40045","Ellis County, Oklahoma"
"119000","6716","0500000US40047","Garfield County, Oklahoma"
"103900","5060","0500000US40049","Garvin County, Oklahoma"
"140800","6204","0500000US40051","Grady County, Oklahoma"
"79000","12328","0500000US40053","Grant County, Oklahoma"
"84600","6949","0500000US40055","Greer County, Oklahoma"
"72100","11306","0500000US40057","Harmon County, Oklahoma"
"83700","9352","0500000US40059","Harper County, Oklahoma"
"99200","9168","0500000US40061","Haskell County, Oklahoma"
"74200","5223","0500000US40063","Hughes County, Oklahoma"
"99700","14250","0500000US40065","Jackson County, Oklahoma"
"64800","5681","0500000US40067","Jefferson County, Oklahoma"
"85900","5111","0500000US40069","Johnston County, Oklahoma"
"96700","4894","0500000US40071","Kay County, Oklahoma"
"152000","9552","0500000US40073","Kingfisher County, Oklahoma"
"66200","5004","0500000US40075","Kiowa County, Oklahoma"
"87300","7117","0500000US40077","Latimer County, Oklahoma"
"90900","4131","0500000US40079","Le Flore County, Oklahoma"
"116800","8501","0500000US40081","Lincoln County, Oklahoma"
"176000","13842","0500000US40083","Logan County, Oklahoma"
"117900","12269","0500000US40085","Love County, Oklahoma"
"183800","8478","0500000US40087","McClain County, Oklahoma"
"86100","3757","0500000US40089","McCurtain County, Oklahoma"
"115900","10692","0500000US40091","McIntosh County, Oklahoma"
"111500","11342","0500000US40093","Major County, Oklahoma"
"107900","8185","0500000US40095","Marshall County, Oklahoma"
"115900","6106","0500000US40097","Mayes County, Oklahoma"
"130400","12815","0500000US40099","Murray County, Oklahoma"
"109300","5201","0500000US40101","Muskogee County, Oklahoma"
"116300","12457","0500000US40103","Noble County, Oklahoma"
"91400","6732","0500000US40105","Nowata County, Oklahoma"
"87800","5484","0500000US40107","Okfuskee County, Oklahoma"
"157500","2302","0500000US40109","Oklahoma County, Oklahoma"
"85900","2857","0500000US40111","Okmulgee County, Oklahoma"
"126300","6671","0500000US40113","Osage County, Oklahoma"
"88100","2028","0500000US40115","Ottawa County, Oklahoma"
"98900","5718","0500000US40117","Pawnee County, Oklahoma"
"172700","5075","0500000US40119","Payne County, Oklahoma"
"109000","6625","0500000US40121","Pittsburg County, Oklahoma"
"134700","8882","0500000US40123","Pontotoc County, Oklahoma"
"123100","4612","0500000US40125","Pottawatomie County, Oklahoma"
"84000","5103","0500000US40127","Pushmataha County, Oklahoma"
"131400","26182","0500000US40129","Roger Mills County, Oklahoma"
"168000","2949","0500000US40131","Rogers County, Oklahoma"
"75100","3635","0500000US40133","Seminole County, Oklahoma"
"99100","4429","0500000US40135","Sequoyah County, Oklahoma"
"114700","3941","0500000US40137","Stephens County, Oklahoma"
"118200","8500","0500000US40139","Texas County, Oklahoma"
"52800","5654","0500000US40141","Tillman County, Oklahoma"
"160700","1746","0500000US40143","Tulsa County, Oklahoma"
"162900","2359","0500000US40145","Wagoner County, Oklahoma"
"126100","7061","0500000US40147","Washington County, Oklahoma"
"89800","6166","0500000US40149","Washita County, Oklahoma"
"114100","15260","0500000US40151","Woods County, Oklahoma"
"138800","16543","0500000US40153","Woodward County, Oklahoma"
"180600","12866","0500000US41001","Baker County, Oregon"
